,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
312,1.0,3.0,2.0,1.0,94.0
313,18.0,1.0,6.0,1.0,3.0
314,2.0,1.0,10.0,1.0,1.0
315,1.0,1.0,2.0,1.0,1.0
316,2.0,8.0,8.0,1.0,207.0
317,12.0,24.0,1.0,4.0,1.0
318,19.0,1.0,22.0,6.0,1.0
319,2.0,3.0,1.0,1.0,6.0
320,1.0,3.0,1.0,1.0,1.0
321,23.0,6.0,1.0,1.0,1.0
322,4.0,2.0,1.0,4.0,5.0
323,4.0,1.0,1.0,3.0,1.0
324,1.0,3.0,2.0,1.0,7.0
325,4.0,10.0,6.0,1.0,12.0
326,4.0,1.0,2.0,1.0,7.0
327,1.0,4.0,14.0,1.0,6.0
328,11.0,1.0,1.0,55.0,14.0
329,1.0,1.0,1.0,2.0,45.0
330,1.0,3.0,8.0,2.0,51.0
331,10.0,1.0,1.0,10.0,37.0
332,1.0,41.0,1.0,1.0,17.0
333,8.0,4.0,16.0,10.0,27.0
334,66.0,6.0,1.0,1.0,5.0
335,51.0,22.0,1.0,1.0,1.0
336,2.0,10.0,1.0,2.0,38.0
337,1.0,30.0,1.0,61.0,12.0
338,2.0,1.0,1.0,1.0,64.0
339,23.0,3.0,4.0,1.0,40.0
340,1.0,1.0,3.0,3.0,91.0
341,9.0,3.0,2.0,4.0,3.0
342,46.0,2.0,1.0,1.0,54.0
343,35.0,6.0,2.0,9.0,6.0
344,14.0,4.0,1.0,24.0,1.0
345,7.0,33.0,1.0,1.0,1.0
346,11.0,57.0,2.0,2.0,18.0
347,15.0,33.0,1.0,5.0,7.0
348,16.0,4.0,2.0,2.0,2.0
349,3.0,1.0,1.0,2.0,1.0
350,1.0,2.0,1.0,1.0,17.0
351,6.0,9.0,1.0,1.0,1.0
352,2.0,4.0,1.0,1.0,26.0
353,1.0,23.0,1.0,1.0,1.0
354,3.0,1.0,1.0,1.0,1.0
355,2.0,11.0,1.0,1.0,11.0
356,2.0,1.0,1.0,117.0,13.0
357,4.0,6.0,26.0,2.0,1.0
358,27.0,4.0,4.0,1.0,3.0
359,2.0,32.0,1.0,85.0,1.0
360,2.0,1.0,1.0,1.0,1.0
361,1.0,1.0,4.0,28.0,14.0
362,2.0,2.0,21.0,1.0,9.0
363,1.0,4.0,2.0,1.0,1.0
364,3.0,6.0,33.0,1.0,3.0
365,2.0,1.0,1.0,5.0,3.0
366,1.0,43.0,4.0,26.0,4.0
367,2.0,1.0,6.0,1.0,2.0
368,5.0,1.0,1.0,1.0,2.0
369,1.0,1.0,1.0,4.0,2.0
370,1.0,34.0,14.0,1.0,3.0
371,19.0,3.0,2.0,1.0,24.0
372,23.0,47.0,1.0,1.0,3.0
373,1.0,34.0,2.0,2.0,4.0
374,1.0,2.0,1.0,1.0,35.0
375,8.0,9.0,2.0,2.0,4.0
376,20.0,4.0,1.0,4.0,5.0
377,1.0,28.0,27.0,3.0,4.0
378,12.0,6.0,1.0,1.0,2.0
379,1.0,48.0,2.0,3.0,56.0
380,1.0,1.0,1.0,1.0,3.0
381,8.0,38.0,98.0,5.0,1.0
382,1.0,69.0,1.0,1.0,1.0
383,1.0,5.0,35.0,1.0,5.0
384,3.0,29.0,72.0,3.0,19.0
385,1.0,9.0,1.0,2.0,7.0
386,1.0,11.0,2.0,1.0,15.0
387,2.0,1.0,5.0,1.0,2.0
388,3.0,17.0,130.0,1.0,28.0
389,14.0,35.0,1.0,5.0,1.0
390,14.0,4.0,1.0,1.0,1.0
391,1.0,43.0,1.0,59.0,1.0
392,5.0,2.0,6.0,3.0,17.0
393,2.0,2.0,2.0,1.0,5.0
394,9.0,2.0,40.0,2.0,2.0
395,1.0,1.0,1.0,1.0,3.0
396,2.0,6.0,3.0,6.0,1.0
397,2.0,2.0,38.0,1.0,1.0
398,2.0,6.0,7.0,1.0,1.0
399,7.0,20.0,5.0,3.0,19.0
400,1.0,1.0,5.0,3.0,9.0
401,23.0,3.0,40.0,7.0,1.0
402,1.0,1.0,1.0,2.0,3.0
403,1.0,14.0,2.0,2.0,1.0
404,15.0,1.0,7.0,1.0,41.0
405,2.0,1.0,1.0,2.0,2.0
406,1.0,17.0,1.0,4.0,7.0
407,1.0,5.0,3.0,9.0,1.0
408,1.0,4.0,2.0,1.0,1.0
409,1.0,1.0,2.0,1.0,3.0
410,1.0,1.0,36.0,2.0,9.0
411,1.0,1.0,116.0,1.0,4.0
412,3.0,1.0,3.0,1.0,12.0
413,11.0,1.0,5.0,17.0,3.0
414,2.0,1.0,8.0,2.0,1.0
415,1.0,4.0,4.0,1.0,1.0
416,1.0,1.0,1.0,1.0,14.0
417,1.0,2.0,5.0,3.0,1.0
418,35.0,1.0,22.0,1.0,3.0
419,31.0,51.0,30.0,1.0,1.0
420,17.0,5.0,3.0,1.0,14.0
421,18.0,1.0,6.0,1.0,1.0
422,1.0,2.0,23.0,1.0,11.0
423,1.0,1.0,7.0,1.0,4.0
424,105.0,1.0,2.0,6.0,1.0
425,3.0,1.0,4.0,1.0,3.0
426,1.0,1.0,7.0,1.0,2.0
427,1.0,1.0,8.0,1.0,17.0
428,2.0,1.0,12.0,2.0,31.0
429,2.0,1.0,6.0,1.0,60.0
430,1.0,2.0,11.0,5.0,1.0
431,8.0,1.0,2.0,3.0,1.0
432,2.0,2.0,12.0,6.0,20.0
433,6.0,2.0,5.0,1.0,10.0
434,17.0,18.0,3.0,2.0,1.0
435,1.0,24.0,6.0,8.0,4.0
436,3.0,11.0,42.0,1.0,1.0
437,1.0,9.0,7.0,1.0,1.0
438,13.0,105.0,33.0,1.0,1.0
439,1.0,3.0,1.0,6.0,58.0
440,2.0,3.0,1.0,4.0,9.0
441,11.0,2.0,4.0,2.0,4.0
442,1.0,1.0,10.0,1.0,1.0
443,1.0,1.0,5.0,1.0,23.0
444,12.0,16.0,67.0,2.0,3.0
445,2.0,6.0,10.0,5.0,1.0
446,1.0,1.0,1.0,1.0,1.0
447,23.0,1.0,97.0,1.0,3.0
448,1.0,2.0,3.0,8.0,5.0
449,3.0,3.0,10.0,1.0,1.0
