,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
568,2.0,12.0,2.0,1.0,14.0
569,7.0,4.0,1.0,17.0,3.0
570,1.0,4.0,2.0,4.0,2.0
571,50.0,3.0,1.0,7.0,29.0
572,2.0,4.0,6.0,8.0,2.0
573,2.0,1.0,51.0,4.0,1.0
574,1.0,18.0,9.0,2.0,5.0
575,1.0,20.0,6.0,2.0,1.0
576,28.0,2.0,53.0,1.0,2.0
577,1.0,3.0,2.0,1.0,1.0
578,1.0,15.0,1.0,16.0,5.0
579,2.0,12.0,1.0,28.0,4.0
580,1.0,2.0,1.0,1.0,1.0
581,2.0,1.0,2.0,2.0,1.0
582,1.0,1.0,1.0,10.0,3.0
583,1.0,1.0,23.0,1.0,36.0
584,2.0,4.0,30.0,1.0,24.0
585,1.0,1.0,50.0,1.0,1.0
586,1.0,95.0,129.0,6.0,19.0
587,1.0,8.0,165.0,2.0,16.0
588,9.0,1.0,1.0,12.0,11.0
589,4.0,1.0,2.0,3.0,4.0
590,1.0,8.0,107.0,56.0,6.0
591,2.0,9.0,5.0,1.0,88.0
592,1.0,8.0,1.0,2.0,14.0
593,4.0,3.0,132.0,5.0,4.0
594,29.0,6.0,1.0,1.0,1.0
595,2.0,1.0,1.0,2.0,4.0
596,1.0,1.0,4.0,3.0,2.0
597,15.0,3.0,19.0,1.0,1.0
598,1.0,207.0,9.0,20.0,1.0
599,3.0,3.0,15.0,1.0,13.0
600,4.0,3.0,31.0,1.0,3.0
601,1.0,1.0,64.0,1.0,13.0
602,79.0,2.0,177.0,18.0,1.0
603,1.0,2.0,1.0,1.0,1.0
604,2.0,1.0,6.0,1.0,22.0
605,2.0,1.0,15.0,1.0,12.0
606,73.0,42.0,1.0,2.0,2.0
607,10.0,5.0,7.0,6.0,1.0
608,2.0,17.0,1.0,3.0,1.0
609,3.0,5.0,2.0,5.0,1.0
610,3.0,28.0,27.0,1.0,8.0
611,68.0,7.0,1.0,18.0,14.0
612,2.0,2.0,24.0,1.0,35.0
613,91.0,3.0,27.0,1.0,5.0
614,1.0,1.0,9.0,2.0,2.0
615,1.0,1.0,46.0,13.0,12.0
616,1.0,10.0,15.0,1.0,4.0
617,139.0,1.0,6.0,23.0,15.0
618,34.0,1.0,19.0,1.0,25.0
619,7.0,1.0,85.0,8.0,1.0
620,66.0,18.0,90.0,1.0,89.0
621,1.0,1.0,2.0,6.0,18.0
622,1.0,37.0,24.0,3.0,1.0
623,1.0,1.0,39.0,1.0,10.0
624,16.0,2.0,63.0,1.0,1.0
625,20.0,1.0,104.0,2.0,5.0
