,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
253,1.0,1.0,1.0,1.0,85.0
254,1.0,36.0,2.0,1.0,1.0
255,1.0,22.0,1.0,3.0,5.0
256,40.0,1.0,1.0,3.0,160.0
257,19.0,29.0,1.0,1.0,52.0
258,2.0,1.0,118.0,1.0,1.0
259,5.0,1.0,1.0,1.0,211.0
260,7.0,26.0,1.0,1.0,4.0
261,15.0,3.0,4.0,1.0,5.0
262,1.0,2.0,1.0,1.0,1.0
263,1.0,3.0,1.0,126.0,113.0
264,1.0,1.0,1.0,11.0,2.0
265,13.0,13.0,65.0,1.0,5.0
266,2.0,1.0,1.0,1.0,20.0
267,1.0,8.0,3.0,2.0,5.0
268,1.0,1.0,9.0,5.0,5.0
269,30.0,1.0,3.0,1.0,11.0
270,7.0,6.0,1.0,1.0,2.0
271,3.0,7.0,1.0,15.0,1.0
272,9.0,1.0,3.0,1.0,1.0
273,8.0,2.0,4.0,1.0,1.0
274,13.0,20.0,1.0,49.0,4.0
275,8.0,2.0,2.0,5.0,37.0
276,1.0,25.0,7.0,4.0,13.0
277,2.0,1.0,8.0,1.0,55.0
278,1.0,6.0,2.0,1.0,17.0
279,1.0,3.0,8.0,17.0,5.0
280,3.0,31.0,1.0,1.0,92.0
281,6.0,1.0,1.0,1.0,35.0
282,68.0,1.0,1.0,1.0,45.0
283,8.0,3.0,1.0,28.0,13.0
284,18.0,3.0,15.0,1.0,17.0
285,6.0,45.0,105.0,1.0,36.0
286,16.0,13.0,1.0,2.0,54.0
287,3.0,3.0,1.0,2.0,1.0
288,6.0,5.0,1.0,3.0,17.0
289,1.0,1.0,44.0,4.0,9.0
290,2.0,1.0,2.0,1.0,1.0
291,1.0,70.0,86.0,1.0,48.0
292,21.0,1.0,5.0,1.0,1.0
293,1.0,1.0,1.0,2.0,4.0
294,29.0,30.0,1.0,72.0,1.0
295,5.0,6.0,35.0,2.0,2.0
296,2.0,6.0,44.0,2.0,1.0
297,9.0,2.0,4.0,2.0,47.0
298,1.0,21.0,126.0,2.0,14.0
299,5.0,11.0,3.0,1.0,4.0
300,3.0,42.0,43.0,3.0,1.0
301,1.0,1.0,2.0,2.0,3.0
302,1.0,1.0,4.0,1.0,1.0
303,6.0,9.0,4.0,1.0,1.0
304,15.0,23.0,137.0,4.0,24.0
305,1.0,3.0,2.0,2.0,2.0
306,1.0,31.0,2.0,4.0,26.0
307,1.0,1.0,54.0,1.0,4.0
308,16.0,33.0,21.0,1.0,9.0
309,1.0,4.0,12.0,1.0,16.0
310,3.0,4.0,5.0,7.0,1.0
311,1.0,2.0,6.0,18.0,1.0
312,42.0,1.0,41.0,9.0,2.0
313,1.0,4.0,1.0,1.0,4.0
314,6.0,30.0,1.0,11.0,4.0
315,1.0,45.0,43.0,42.0,60.0
