CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
2.0,2.0,46.0,1.0,1
1.0,51.0,118.0,1.0,1
4.0,28.0,5.0,1.0,1
2.0,3.0,6.0,1.0,13
63.0,7.0,23.0,2.0,1
1.0,1.0,1.0,30.0,9
1.0,1.0,7.0,10.0,17
5.0,1.0,12.0,2.0,15
31.0,1.0,50.0,2.0,1
1.0,1.0,59.0,1.0,2
2.0,8.0,9.0,42.0,1
1.0,2.0,9.0,20.0,38
2.0,1.0,62.0,4.0,1
11.0,1.0,1.0,170.0,3
6.0,1.0,15.0,56.0,29
5.0,2.0,50.0,2.0,1
1.0,11.0,2.0,2.0,1
493.0,3.0,3.0,1.0,81
1.0,15.0,3.0,3.0,5
6.0,65.0,19.0,1.0,43
1.0,1.0,3.0,2.0,6
1.0,9.0,1.0,3.0,13
1.0,1.0,4.0,4.0,1
1.0,1.0,47.0,4.0,1
4.0,8.0,2.0,3.0,1
37.0,2.0,15.0,4.0,5
1.0,6.0,5.0,2.0,164
1.0,82.0,7.0,7.0,1
19.0,38.0,1.0,2.0,62
39.0,1.0,10.0,7.0,4
222.0,84.0,85.0,1.0,35
1.0,1.0,2.0,1.0,5
2.0,4.0,17.0,1.0,1
1.0,1.0,1.0,13.0,20
5.0,5.0,1.0,4.0,1
4.0,14.0,1.0,19.0,1
5.0,3.0,1.0,3.0,2
1.0,6.0,1.0,4.0,1
1.0,5.0,1.0,6.0,1
1.0,1.0,1.0,6.0,181
6.0,2.0,54.0,1.0,15
2.0,9.0,1.0,1.0,1
1.0,8.0,10.0,2.0,45
1.0,6.0,75.0,86.0,16
5.0,49.0,1.0,1.0,133
9.0,2.0,44.0,1.0,118
5.0,2.0,1.0,1.0,1
23.0,7.0,2.0,1.0,1
1.0,2.0,11.0,6.0,1
2.0,3.0,1.0,9.0,2
1.0,4.0,1.0,5.0,31
1.0,276.0,101.0,1.0,194
83.0,119.0,152.0,2.0,68
6.0,38.0,4.0,4.0,77
36.0,1.0,15.0,1.0,5
13.0,1.0,17.0,1.0,2
87.0,2.0,24.0,3.0,54
45.0,2.0,66.0,1.0,1
1.0,1.0,62.0,2.0,120
2.0,1.0,4.0,1.0,21
2.0,2.0,13.0,4.0,2
37.0,3.0,86.0,1.0,43
1.0,3.0,1.0,1.0,21
