CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
9.0,7.0,1.0,1.0,7
2.0,2.0,2.0,1.0,1
1.0,2.0,2.0,17.0,9
1.0,1.0,1.0,2.0,3
2.0,4.0,1.0,42.0,2
3.0,1.0,5.0,4.0,1
19.0,1.0,1.0,3.0,8
1.0,1.0,2.0,1.0,6
2.0,5.0,51.0,9.0,2
1.0,1.0,4.0,1.0,1
2.0,1.0,1.0,2.0,4
1.0,1.0,2.0,11.0,268
3.0,1.0,8.0,1.0,28
3.0,1.0,134.0,2.0,2
5.0,1.0,1.0,1.0,1
1.0,2.0,2.0,1.0,41
1.0,1.0,5.0,1.0,4
4.0,37.0,6.0,1.0,80
2.0,10.0,4.0,1.0,108
3.0,5.0,28.0,1.0,1
21.0,1.0,4.0,1.0,1
1.0,24.0,4.0,1.0,1
10.0,10.0,5.0,1.0,2
11.0,1.0,7.0,1.0,9
7.0,10.0,110.0,3.0,7
1.0,19.0,96.0,1.0,10
381.0,1.0,1.0,1.0,22
6.0,1.0,2.0,2.0,1
55.0,1.0,3.0,27.0,73
5.0,8.0,6.0,24.0,111
1.0,1.0,44.0,1.0,2
1.0,3.0,5.0,1.0,1
1.0,4.0,20.0,2.0,1
2.0,2.0,2.0,1.0,56
2.0,4.0,2.0,7.0,2
1.0,47.0,8.0,4.0,117
10.0,56.0,7.0,2.0,2
2.0,1.0,17.0,2.0,2
4.0,64.0,2.0,1.0,14
1.0,1.0,3.0,1.0,1
1.0,1.0,4.0,3.0,1
1.0,4.0,1.0,1.0,1
1.0,25.0,92.0,1.0,42
1.0,2.0,155.0,112.0,2
2.0,1.0,1.0,1.0,6
1.0,4.0,3.0,6.0,12
1.0,1.0,15.0,1.0,1
1.0,5.0,3.0,1.0,3
5.0,3.0,24.0,3.0,37
41.0,2.0,131.0,2.0,1
97.0,1.0,1.0,484.0,9
2.0,5.0,17.0,2.0,1
1.0,19.0,216.0,52.0,1
6.0,1.0,3.0,1.0,1
1.0,1.0,2.0,1.0,3
9.0,1.0,3.0,1.0,180
3.0,22.0,2.0,1.0,120
1.0,2.0,40.0,2.0,1
1.0,1.0,2.0,6.0,1
3.0,2.0,2.0,1.0,85
1.0,4.0,5.0,3.0,2
2.0,1.0,4.0,2.0,4
3.0,2.0,2.0,1.0,3
13.0,2.0,13.0,4.0,1
4.0,9.0,8.0,1.0,2
6.0,2.0,2.0,1.0,5
1.0,7.0,4.0,1.0,115
17.0,167.0,67.0,1.0,1
1.0,144.0,4.0,12.0,3
4.0,6.0,10.0,3.0,1
27.0,6.0,6.0,1.0,5
46.0,4.0,1.0,2.0,9
2.0,1.0,4.0,69.0,2
4.0,2.0,1.0,1.0,203
49.0,4.0,38.0,3.0,2
1.0,18.0,3.0,2.0,17
6.0,11.0,22.0,1.0,3
1.0,2.0,1.0,1.0,1
1.0,11.0,3.0,1.0,1
1.0,2.0,22.0,3.0,56
1.0,4.0,1.0,2.0,120
20.0,1.0,5.0,3.0,103
2.0,4.0,2.0,1.0,81
28.0,12.0,39.0,8.0,1
42.0,1.0,27.0,17.0,6
7.0,10.0,20.0,1.0,2
1.0,4.0,14.0,3.0,1
1.0,20.0,1.0,2.0,3
1.0,16.0,1.0,1.0,29
2.0,2.0,1.0,1.0,22
