CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
1.0,27.0,1.0,19.0,1
8.0,6.0,1.0,8.0,11
2.0,1.0,4.0,2.0,1
3.0,14.0,2.0,30.0,1
1.0,43.0,12.0,2.0,42
3.0,2.0,1.0,68.0,2
27.0,33.0,1.0,2.0,4
7.0,2.0,69.0,1.0,11
1.0,4.0,3.0,1.0,1
6.0,6.0,7.0,3.0,35
51.0,1.0,1.0,10.0,1
11.0,1.0,2.0,1.0,4
7.0,1.0,37.0,1.0,1
2.0,2.0,20.0,1.0,3
1.0,1.0,19.0,2.0,190
1.0,1.0,2.0,56.0,124
1.0,1.0,41.0,1.0,1
4.0,3.0,27.0,4.0,94
17.0,1.0,19.0,84.0,1
1.0,1.0,10.0,2.0,3
2.0,1.0,1.0,1.0,3
1.0,1.0,1.0,1.0,1
2.0,1.0,1.0,1.0,1
3.0,1.0,1.0,1.0,4
1.0,2.0,2.0,1.0,118
5.0,1.0,1.0,3.0,1
3.0,40.0,1.0,1.0,5
2.0,11.0,1.0,100.0,9
19.0,4.0,1.0,7.0,1
10.0,25.0,1.0,1.0,218
12.0,13.0,4.0,3.0,2
2.0,2.0,43.0,2.0,15
1.0,5.0,6.0,9.0,1
419.0,18.0,158.0,4.0,1
5.0,1.0,3.0,3.0,59
55.0,6.0,3.0,1.0,125
5.0,1.0,2.0,1.0,106
1.0,1.0,46.0,2.0,83
1.0,4.0,2.0,3.0,3
1.0,1.0,2.0,1.0,1
2.0,3.0,2.0,1.0,1
1.0,50.0,3.0,1.0,28
1.0,61.0,110.0,3.0,29
8.0,70.0,116.0,14.0,54
2.0,1.0,1.0,48.0,2
6.0,1.0,1.0,1.0,5
1.0,4.0,6.0,5.0,19
1.0,26.0,53.0,1.0,1
1.0,2.0,18.0,9.0,1
1.0,4.0,18.0,1.0,1
1.0,1.0,13.0,3.0,9
2.0,10.0,47.0,1.0,1
1.0,3.0,1.0,1.0,1
1.0,2.0,6.0,61.0,3
1.0,1.0,124.0,5.0,44
6.0,5.0,189.0,1.0,5
43.0,16.0,38.0,70.0,46
114.0,1.0,2.0,11.0,2
2.0,1.0,21.0,2.0,33
1.0,26.0,130.0,3.0,1
7.0,1.0,2.0,13.0,5
1.0,1.0,3.0,9.0,115
9.0,4.0,235.0,8.0,59
1.0,1.0,3.0,1.0,2
1.0,9.0,32.0,5.0,27
3.0,2.0,1.0,1.0,1
1.0,6.0,3.0,1.0,4
12.0,178.0,2.0,1.0,3
3.0,146.0,1.0,1.0,4
3.0,6.0,3.0,2.0,10
1.0,10.0,1.0,9.0,73
11.0,2.0,6.0,14.0,5
1.0,1.0,68.0,3.0,11
3.0,2.0,2.0,244.0,488
32.0,3.0,1.0,6.0,18
48.0,18.0,14.0,30.0,6
1.0,9.0,12.0,1.0,1
46.0,2.0,2.0,10.0,1
1.0,14.0,34.0,1.0,4
6.0,2.0,1.0,5.0,34
1.0,3.0,148.0,4.0,1
1.0,1.0,15.0,1.0,9
1.0,4.0,6.0,4.0,2
19.0,1.0,1.0,1.0,1
2.0,3.0,22.0,1.0,16
37.0,1.0,24.0,7.0,10
54.0,5.0,16.0,1.0,14
6.0,3.0,15.0,3.0,41
1.0,17.0,1.0,1.0,20
1.0,12.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1
1.0,2.0,7.0,1.0,1
8.0,7.0,1.0,24.0,1
22.0,2.0,1.0,411.0,1
1.0,59.0,1.0,81.0,1
6.0,1.0,1.0,5.0,1
25.0,1.0,1.0,2.0,1
2.0,8.0,1.0,20.0,36
1.0,5.0,1.0,25.0,1
5.0,12.0,1.0,2.0,57
47.0,2.0,1.0,8.0,3
10.0,1.0,1.0,42.0,1
2.0,5.0,52.0,82.0,3
2.0,1.0,2.0,1.0,73
19.0,5.0,113.0,1.0,68
57.0,47.0,2.0,1.0,1
3.0,50.0,3.0,1.0,1
33.0,1.0,56.0,1.0,2
3.0,3.0,16.0,7.0,37
8.0,1.0,2.0,1.0,2
3.0,14.0,2.0,1.0,7
2.0,1.0,10.0,1.0,1
2.0,1.0,1.0,1.0,1
19.0,3.0,146.0,80.0,6
1.0,1.0,1.0,27.0,5
6.0,3.0,119.0,46.0,65
9.0,1.0,1.0,1.0,11
15.0,1.0,36.0,3.0,1
9.0,23.0,22.0,6.0,27
4.0,2.0,30.0,1.0,3
2.0,7.0,9.0,65.0,1
6.0,1.0,49.0,6.0,11
1.0,15.0,12.0,6.0,1
1.0,23.0,1.0,1.0,4
2.0,7.0,125.0,1.0,3
2.0,4.0,102.0,1.0,1
15.0,5.0,43.0,3.0,2
2.0,1.0,1.0,2.0,61
1.0,2.0,9.0,2.0,1
1.0,1.0,115.0,1.0,1
3.0,34.0,1.0,2.0,131
1.0,9.0,119.0,8.0,37
2.0,1.0,2.0,62.0,2
3.0,7.0,70.0,1.0,1
9.0,69.0,6.0,1.0,7
1.0,1.0,1.0,1.0,1
6.0,86.0,3.0,4.0,17
15.0,39.0,1.0,2.0,1
1.0,2.0,9.0,2.0,8
4.0,2.0,50.0,1.0,48
351.0,1.0,3.0,63.0,94
1.0,11.0,7.0,1.0,2
9.0,35.0,41.0,1.0,1
2.0,4.0,1.0,55.0,1
1.0,2.0,129.0,8.0,1
4.0,7.0,1.0,6.0,1
1.0,14.0,2.0,15.0,2
1.0,9.0,1.0,4.0,1
1.0,2.0,2.0,1.0,1
1.0,2.0,1.0,1.0,20
1.0,4.0,13.0,2.0,27
1.0,5.0,22.0,2.0,20
8.0,1.0,6.0,1.0,1
2.0,6.0,19.0,1.0,68
1.0,2.0,1.0,6.0,235
3.0,51.0,1.0,29.0,9
1.0,1.0,1.0,2.0,1
1.0,12.0,3.0,168.0,76
1.0,2.0,2.0,2.0,1
1.0,5.0,3.0,19.0,61
1.0,3.0,1.0,20.0,8
1.0,1.0,1.0,1.0,3
1.0,3.0,1.0,2.0,13
1.0,264.0,1.0,5.0,6
55.0,199.0,1.0,4.0,1
153.0,1.0,37.0,4.0,21
2.0,21.0,1.0,17.0,11
3.0,4.0,112.0,1.0,1
4.0,2.0,6.0,1.0,2
1.0,12.0,3.0,324.0,1
4.0,6.0,1.0,25.0,34
65.0,2.0,44.0,11.0,3
9.0,35.0,1.0,1.0,1
3.0,7.0,14.0,2.0,1
2.0,3.0,3.0,1.0,7
1.0,2.0,1.0,39.0,3
1.0,13.0,133.0,2.0,2
1.0,3.0,4.0,27.0,265
1.0,1.0,99.0,1.0,1
1.0,2.0,1.0,10.0,1
20.0,3.0,15.0,27.0,72
8.0,1.0,15.0,72.0,1
11.0,25.0,2.0,2.0,3
3.0,4.0,30.0,1.0,1
46.0,15.0,6.0,1.0,1
123.0,8.0,43.0,2.0,49
3.0,1.0,11.0,4.0,1
58.0,2.0,105.0,4.0,1
7.0,26.0,114.0,67.0,1
11.0,6.0,48.0,9.0,11
5.0,1.0,10.0,50.0,121
54.0,1.0,94.0,1.0,2
60.0,1.0,1.0,3.0,5
15.0,3.0,1.0,3.0,204
2.0,1.0,55.0,42.0,3
7.0,4.0,3.0,10.0,8
5.0,65.0,9.0,3.0,3
7.0,1.0,61.0,1.0,1
1.0,1.0,6.0,1.0,40
49.0,1.0,5.0,4.0,8
2.0,9.0,3.0,1.0,109
14.0,5.0,2.0,1.0,96
72.0,1.0,6.0,15.0,70
5.0,34.0,50.0,54.0,1
2.0,6.0,1.0,4.0,1
1.0,2.0,12.0,1.0,10
1.0,6.0,2.0,1.0,1
63.0,13.0,10.0,1.0,1
11.0,6.0,1.0,2.0,5
2.0,1.0,1.0,72.0,39
73.0,37.0,112.0,82.0,40
87.0,1.0,1.0,1.0,1
2.0,75.0,14.0,8.0,2
3.0,6.0,3.0,4.0,4
105.0,3.0,1.0,15.0,21
30.0,15.0,5.0,4.0,2
4.0,1.0,33.0,2.0,1
6.0,2.0,4.0,1.0,4
15.0,2.0,1.0,3.0,1
6.0,1.0,4.0,1.0,10
6.0,1.0,1.0,26.0,2
22.0,1.0,1.0,42.0,1
5.0,5.0,1.0,1.0,1
5.0,1.0,1.0,170.0,1
10.0,1.0,1.0,2.0,68
9.0,1.0,1.0,13.0,3
2.0,1.0,1.0,5.0,25
1.0,1.0,2.0,1.0,1
1.0,1.0,1.0,3.0,1
5.0,5.0,1.0,1.0,2
1.0,1.0,1.0,1.0,33
5.0,22.0,1.0,5.0,1
1.0,11.0,1.0,2.0,6
2.0,3.0,34.0,6.0,137
1.0,16.0,65.0,10.0,12
3.0,30.0,2.0,1.0,1
3.0,2.0,128.0,1.0,1
3.0,2.0,8.0,1.0,1
3.0,1.0,2.0,40.0,1
3.0,6.0,3.0,2.0,3
1.0,19.0,121.0,1.0,2
1.0,2.0,1.0,347.0,3
1.0,6.0,3.0,20.0,10
3.0,2.0,3.0,11.0,63
9.0,19.0,104.0,1.0,1
1.0,71.0,4.0,24.0,13
4.0,1.0,1.0,2.0,30
13.0,144.0,113.0,29.0,417
9.0,97.0,1.0,1.0,4
3.0,8.0,19.0,12.0,6
1.0,1.0,1.0,39.0,1
597.0,13.0,25.0,86.0,6
17.0,48.0,43.0,1.0,28
19.0,2.0,1.0,5.0,22
3.0,3.0,60.0,2.0,1
1.0,6.0,10.0,1.0,11
1.0,5.0,1.0,69.0,24
1.0,7.0,105.0,4.0,8
2.0,1.0,170.0,30.0,2
1.0,1.0,74.0,1.0,1
1.0,7.0,12.0,1.0,26
1.0,7.0,156.0,2.0,1
2.0,1.0,1.0,39.0,35
1.0,1.0,1.0,2.0,28
4.0,61.0,53.0,5.0,1
1.0,3.0,2.0,4.0,1
1.0,3.0,61.0,4.0,6
1.0,8.0,5.0,4.0,2
1.0,1.0,6.0,6.0,1
1.0,2.0,1.0,10.0,63
1.0,16.0,1.0,1.0,1
1.0,6.0,2.0,1.0,1
1.0,2.0,3.0,1.0,61
2.0,200.0,73.0,3.0,1
1.0,126.0,6.0,2.0,8
67.0,2.0,7.0,1.0,1
226.0,16.0,8.0,5.0,50
2.0,6.0,1.0,35.0,48
12.0,2.0,1.0,1.0,3
3.0,5.0,1.0,1.0,21
9.0,1.0,3.0,1.0,54
